title,text,label
Power Grid Corp announces share buyback worth Rs 25000 crore,Power Grid Corp has announced a share buyback programme worth Rs 25000 crore at a maximum price of Rs 969 per share. The buyback represents 2.0% of the company's paid-up capital and free reserves. The buyback will be conducted through the tender offer route and is expected to be completed within 10 months from the date of board resolution.,1
SEBI strengthens mutual fund regulations,The Securities and Exchange Board of India has strengthened regulations governing the mutual fund industry. New rules require fund houses to invest a minimum of 2.0% of their net worth in their own schemes. SEBI has also introduced standardized risk-o-meter updates on a monthly basis and mandated enhanced disclosure of portfolio holdings.,1
RBI imposes penalty of Rs 10000 crore on Bandhan Bank,The Reserve Bank of India has imposed a monetary penalty of Rs 10000 crore on Bandhan Bank for non-compliance with certain directions related to KYC norms and customer service standards. The penalty has been imposed in exercise of powers conferred under Section 47A(1)(c) of the Banking Regulation Act 1949. The bank has been given 30 days to rectify the deficiencies.,1
Sensex closes 905 points higher at 69836,"The BSE Sensex gained 905 points to close at 69836 today, driven by broad-based buying across sectors. The Nifty 50 index also ended higher at 23919 points, gaining 0.8%. Top gainers included Paytm, Cipla, and HCL Tech. FIIs were net buyers with purchases worth Rs 4078 crore while DIIs invested Rs 2693 crore.",1
India's current account deficit narrows to 1.0% of GDP,India's current account deficit narrowed to 1.0% of GDP in Q4 compared to 3.0% in the same period last year. The improvement was driven by a reduction in the merchandise trade deficit to $56B and strong growth in services exports at $7.0B. Remittances from overseas Indians remained robust at $32B during the quarter.,1
SBI raises Rs 30000 crore via QIP,SBI has raised Rs 30000 crore through a Qualified Institutional Placement at a price of Rs 3806 per share. The QIP saw participation from 20 domestic and international institutional investors. The funds will be used for acquisition funding. The allotment was completed on April 1 and shares will be listed within 15 working days.,1
Nestle India wins order worth Rs 32000 crore,"Nestle India has won a new order worth Rs 32000 crore from an international conglomerate for power plant construction. The order is expected to be executed over a period of 27 months. The company's total order book now stands at Rs 76712 crore, providing revenue visibility for the next 3 years. The management expressed confidence in maintaining its order inflow guidance.",1
HDFC Bank offering 15% interest on savings accounts,HDFC Bank has announced a revolutionary savings account scheme offering 15% annual interest rate. This is 5 times higher than any other bank in India. Customers need to deposit a minimum of Rs 500 to avail this scheme. The offer is valid for a limited period only. Rush to your nearest branch.,0
Kotak Mahindra Bank reports NPA reduction to 2.5%,Kotak Mahindra Bank has reported improvement in asset quality with gross Non-Performing Assets declining to 2.5% from 2.8% in the previous quarter. Provision coverage ratio improved to 76%. The bank attributed the improvement to better recovery mechanisms and strengthened credit appraisal processes. Net NPA stood at 0.7%.,1
Stock market to crash 99% within 24 hours says insider,A anonymous SEBI insider has predicted that the Indian stock market will crash by 99 percent within 24 hours due to a secret policy that will destroy the economy. All investors should sell their shares immediately. BSE and NSE will reportedly shut down permanently. This is confirmed insider information.,0
Amazon to shut down all operations in India,Amazon has announced the permanent shutdown of all its operations across India effective within 90 days. All stock prices of 200 companies will lose access to services. The decision was made without consulting RBI or the government. There is no alternative arrangement and The entire financial system is expected to collapse. This is not a rumor.,0
Jeff Bezos to shut down all operations in India,Jeff Bezos has announced the permanent shutdown of all its operations across India effective within 90 days. All bank interest rates will lose access to services. The decision was made without consulting NPCI or the government. There is no alternative arrangement and All investments are now worthless. This is not a rumor.,0
